X1,X2
0.38993099312103713,0.21003000842943229
0.02063905352405382,0.2949347048858606
0.9293219419489516,0.34431452334338764
0.6595127211895164,0.20378665348600125
0.4085394296400837,0.2640663399321773
0.520794847125672,0.10170382076942192
0.4529337518790563,0.3782385662292391
0.22904909162869208,0.37529092541010045
0.9127778530920946,0.483688936060203
0.645890544162537,0.28339361213028813
0.44832597557899095,0.27717666942747055
0.4213493822718909,0.4988277898383755
0.31255767676471585,0.3474643005110274
0.35022373311552,0.339065740642707
0.5458729119100638,0.2136780158174609
0.4733928118464363,0.12773511595113765
0.5075735762696324,0.08243500202680415
0.04061927143362026,0.32533743545044447
0.5325949410066902,0.11789795991094618
0.5279246822122152,0.29652050063947466
0.5060743424418068,0.12397041738602052
0.3964971908673029,0.2838407910866573
0.6024454338168126,0.3492873264334033
0.5094495320726922,0.060857854717780185
0.6701710097266835,0.29674564990054153
0.5266607704956362,0.0702842736948199
0.7056032807885425,0.3927452779603876
0.5413122843189839,0.1614242672629872
0.5373372282999306,0.29368945970799
0.36107718285373247,0.43667039398582397
0.381774246689141,0.6651985049389755
0.40298625918430775,0.2521747880445089
0.33503719563202994,0.37102130628452334
0.4134961080826448,0.2895377805961462
0.3766171292697116,0.2969173760116768
0.8247935463104711,0.45588632839307697
0.7307811398200434,0.2758456596587703
0.48085534043898853,0.1107577285567927
0.17976196896875046,0.45562469604233513
0.5990602191088447,0.27048174628260335
0.4746123234437015,0.16485259884041875
0.528497583848755,0.09327686014874889
0.6027705780240961,0.26223823615032493
0.508108875930755,0.39043324682548286
0.2727453178824606,0.6695986510843309
0.6510484426071232,0.284939175023202
0.5791281882663436,0.3209650391913408
0.5448602513011434,0.31390540430823877
0.5332157148207417,0.19174644234278285
0.5196219229833512,0.21843418092918263
0.47792193846499936,0.6724816444567364
0.5247663434125837,0.23947606119080408
0.4669196974386475,0.734858367711813
0.4295653557322354,0.2536969295745217
0.0829292561247491,0.3643017884049605
0.45645259491436957,0.25987636840299977
0.1029302105440697,0.28298248088268174
0.6128241530001286,0.5299015506514705
0.8166700510431422,0.3131604495590382
0.1957026370804506,0.4421463489828693
0.5247346331659407,0.22052739101437682
0.047308720383511804,0.4236919126322992
0.6502796292948967,0.2118959487423626
0.5092872472161909,0.04784083238206985
0.370835213868536,0.681318386748769
0.3787415386224261,0.2704061501692935
0.5444863635486543,0.10064192368268227
0.4104498177143054,0.368905902507624
0.8053188900786594,0.4425922279783647
0.5516856625416637,0.14584285768057081
0.530616312908335,0.1222040220899713
0.4996844315465129,0.2963433405440644
0.6062473064973449,0.3441408408899369
0.6371138998575878,0.36385943710623825
0.8193970290913105,0.2895121877815682
0.5148840953862802,0.02982984861917516
0.529322130629143,0.09987152523339504
0.4159303875353785,0.14620848979014991
0.6328368112422214,0.38533139065766653
0.4465420847746918,0.28804239144249255
0.5009580911980294,0.16265798112660673
0.49897808164424734,0.058053709260819625
0.37986968353750206,0.32259861732082684
0.5095523648604788,0.2735899232989769
0.2001749134457525,0.33377390898140336
0.1710182622803318,0.32990538725436747
0.5233807455773591,0.12666924552687037
0.22382105159049054,0.3164938857838654
0.5928056750298131,0.21153078425473418
0.1606971705092946,0.3844603420436492
0.29329881684382997,0.32802917355099137
0.6553365284499867,0.277804018702854
0.4407356777934685,0.6723835640337791
0.6951352651813473,0.29425187059788993
0.3434816376933446,0.352464432363813
0.6189968065027505,0.15919861647704636
0.43302132654034753,0.2815835724008029
0.22519173897793004,0.38234493826674976
0.738128979079511,0.35170583000556543
0.29372863338067745,0.21702040471480014
0.44369094254526886,0.24833240904763518
0.4295852614164125,0.428534648279396
0.06523406302528773,0.37053351718311
0.5258915689133196,0.32174484183439545
0.4204803722478126,0.27431170985275677
0.613804120739112,0.37487880728945766
0.6842365789695288,0.5407963321746728
0.7751804101909845,0.45625963494194155
0.37767487800604904,0.3618130780791965
0.2898845915039832,0.3452276933675038
0.551574760619484,0.3279212205345843
0.5319033344820381,0.3475797699562658
0.49838627906992283,0.27861755616484496
0.8816867507433942,0.34263438222755527
0.5791336040593456,0.15677266006484866
0.34005588498672923,0.2954954283421818
0.4432754319587486,0.4181246894845466
0.012690694814981363,0.27998282279049636
0.8071787012866578,0.39789937780277496
0.4741007533828005,0.4951653337094303
0.15067527832987965,0.38533139065766653
0.4687240398650404,0.2153524754079831
0.46623938106001667,0.4364829451640736
0.25998166072545614,0.2923074486228512
0.5670402513590603,0.17285481519174942
0.49882244946375015,0.44390839524845926
0.3596375573657383,0.3125826587290568
0.43698504824031753,0.2727763712460587
0.4919305087060773,0.14639181947538524
0.5203642958262948,0.33536150838090173
0.3284409257413597,0.3234285865344113
0.40706037487619995,0.5017896892895424
0.9727313268609628,0.42295872232118015
0.5388373704577439,0.22627492191364998
0.5030392693624632,0.4776851428673252
0.41239320334049956,0.33447430715178805
0.6822809667873655,0.16758762786757525
0.8218882652952528,0.38782010098343056
0.4350406356149794,0.235762956409538
0.6875285284854796,0.3098292229401073
0.3347302323568871,0.21041083410024844
0.4858450100001042,0.34253928109590903
0.5689637070098446,0.48037867717749905
0.7668006930983835,0.30931800358240236
0.542366658194141,0.21571426200122698
0.2598138331947645,0.3507220969862943
0.5015969865395522,0.08060308214504078
0.5449325843328309,0.3082713492795812
0.8399730439776155,0.3536003340041751
0.8146566920913136,0.3145739952458826
0.8675138672757645,0.3264778398226241
0.5121119872725576,0.06991182828684031
0.6520100025833832,0.330082021425705
0.5584184531495617,0.22445738533911067
0.6379401166019008,0.26475337537439914
0.5620181332915869,0.2079118000631119
0.4282430330347555,0.2953463011019294
0.568973614024979,0.23960696743094653
0.5573372124796452,0.4292542452393183
0.10191612001854439,0.32877631929545714
0.29624049973985594,0.38782010098343056
0.19830085937668956,0.21894434824599743
0.013463436378871096,0.3618130780791965
0.5190015774345331,0.621140416926634
0.9442169888163796,0.3464840571509967
0.39051571978285454,0.3462683120710208
0.6200343730450335,0.40491080198484897
0.5828351910645899,0.26528075663430783
0.7333514767469466,0.2341417910696811
0.4883752061596354,0.003979122783783512
0.704873236330259,0.40487101728468444
0.2608331312332475,0.45247590479308764
0.5016533280664335,0.03505668091882208
0.28670824544333606,0.3275160654964424
0.6802145431164236,0.19747693060285357
0.8989045989229949,0.29812043814959355
0.45891166438805114,0.2673176974298337
0.3468431903262966,0.28565294624615023
0.38938639531829017,0.4584486923216543
0.15024101241346238,0.3415456210528579
0.49541138030393767,0.1759494834647676
0.6098910234309588,0.2050814758574485
