Y1,Y2
0.45845384543530704,0.49098509895539033
0.5424689910511196,0.4671435211922107
0.4469701184519655,0.5283219510354783
0.5185590633783722,0.7040920427485988
0.5607329442109311,0.4429477829816014
0.6446794398438903,0.6204966422626471
0.5480604568816051,0.5020850588965557
0.4117618646732159,0.2625823800130317
0.3666816012531569,0.49866130713408685
0.4743268035882762,0.5193133527154491
0.772139766678317,0.4009147878334949
0.27494791013371034,0.44114201661241964
0.3537775449444565,0.42589344180798355
0.4885691722069917,0.4039288477027102
0.4266190332637554,0.5684854665470349
0.6761672556040799,0.3092597931618914
0.8609430230009045,0.4983177845077413
0.6158618377942291,0.46969413543366917
0.6678225877642837,0.5927748842433003
0.6479948907986204,0.6014644604920465
0.8954642075410798,0.4970143852544701
0.6156288878950577,0.15359712326903047
0.445023004582127,0.7912482102220485
0.8103338226754104,0.500758836998415
0.4261943385493234,0.6846293100116445
0.6842155272938795,0.6679481411215626
0.3530317951519345,0.7501191703601678
0.7788177976636956,0.6617330210309582
0.4740558670077249,0.640100374562557
0.6047922350020992,0.35063473279725293
0.47049732479772355,0.3915339683612798
0.3654894411833046,0.45826148170424646
0.5750419221424049,0.5020850588965557
0.5417458409493846,0.2633771278154837
0.6211529499990824,0.3262518141550781
0.4873521600448057,0.49954972207551285
0.5697244492344189,0.49956132686123256
0.6443617900233948,0.28274424567983936
0.5513555297278911,0.3486971812234605
0.6080707063347041,0.6466758417916902
0.7486516024358469,0.3227737721862628
0.8609232368178986,0.5842126250026991
0.6348100465552292,0.661191529201496
0.4131531305776064,0.5020850588965557
0.2306388422091319,0.21295254575135802
0.5028060320027432,0.652542595906584
0.36980988259694575,0.10883558651379566
0.6870870654706722,0.5112039023097569
0.7115139783692142,0.548966078458872
0.731782932719541,0.4639211489824562
0.7199790089565246,0.4557828191542491
0.6441998994166692,0.5106250763231366
0.6053077815981256,0.41268209319651983
0.6594046027697001,0.3295940250431213
0.5952780210880046,0.49954972207551285
0.683746382733699,0.3423588391708534
0.4359971127278904,0.2946478484195073
0.5509231011168095,0.6288581725171073
0.4779542169554201,0.8002973207912553
0.39159463167133135,0.2466120178374523
0.6674887911970513,0.5562598589673425
0.5715509187416747,0.4923483441014457
0.4200523981080817,0.5438877978376836
0.7496806742837467,0.42449890913603316
0.5407705701697295,0.29799044480260317
0.3526017492945509,0.218591251444248
0.5770739584989903,0.5912831358900013
0.570602964225709,0.4924610102843365
0.4613916240522961,0.512771849792539
0.45856701278301865,0.583962182501219
0.7249952024526214,0.5578825837782857
0.56160411211994,0.2484716910246993
0.5791410485680646,0.5274384271069847
0.4819722562631236,0.5709433955828186
0.5849629912576702,0.574939058418691
0.8730208995905622,0.6681722824249854
0.6200373170866691,0.7137856834536379
0.5397229137810293,0.32135852895228656
0.5075882589904055,0.5020850588965557
0.5501274055211134,0.41208060174953287
0.6517306796221569,0.5013545025583055
0.674128394125116,0.49451075405084205
0.6202662920568291,0.4630454556096976
0.8036543441201704,0.49709541872897256
0.5154558163559819,0.4284509230960577
0.5334484197733614,0.457245141888513
0.4866772819100701,0.5233871262149397
0.4006341274333318,0.43067302908133437
0.42413126912930266,0.6755251310691416
0.5143336253056054,0.49954972207551285
0.5175057588634158,0.4217333039821056
0.4634739418063963,0.6684879592637443
0.4657368321881988,0.4066724294659819
0.4791270109365777,0.715382047737128
0.576493006882846,0.24822858506505607
0.5114159406218672,0.6409196717781134
0.6235542249214733,0.4137560982418843
0.5278243579360054,0.49954972207551285
0.44987222450984704,0.680515546336339
0.5744356699534604,0.47218092559821995
0.5806142342124144,0.4036918511102908
0.5369096964488396,0.3192233515428518
0.30887687130138397,0.27897541864478065
0.5278243579360055,0.49954972207551285
0.6143525054330594,0.28904018102213913
0.561551189512005,0.5020850588965557
0.4859268421590482,0.5008389337183117
0.48060679372960574,0.5020850588965557
0.6020233874032046,0.5020850588965557
0.4862039325379802,0.21684357509347357
0.6578071797524302,0.549915048265851
0.3970896447595009,0.8020393517146924
